record_id,employee_id,year,department,role,gender,age,years_at_company,salary_base_pln,bonus_pct,total_comp_pln,location,employment_type,performance_band,manager_flag,outlier_flag
1716-2021,1716,2021,Engineering,DevOps Engineer,male,31,3,137418.24,0.0551,144984.8,Remote,full_time,low,0,0
1716-2022,1716,2022,Engineering,DevOps Engineer,male,32,4,146004.13,0.0667,155737.67,Remote,full_time,low,0,0
1716-2023,1716,2023,Engineering,DevOps Engineer,male,33,5,156790.47,0.0326,161909.03,Remote,full_time,low,0,0
1716-2024,1716,2024,Engineering,DevOps Engineer,male,34,6,172158.59,0.1032,189933.08,Remote,full_time,low,0,0
1716-2025,1716,2025,Engineering,DevOps Engineer,male,35,7,144728.88,0.1527,166835.18,Remote,full_time,low,0,0
1717-2016,1717,2016,Customer Success,Support Specialist,female,49,4,80767.3,0.0501,84810.41,Wroclaw,full_time,medium,0,0
1717-2017,1717,2017,Customer Success,Support Specialist,female,50,5,96026.22,0.0642,102190.94,Wroclaw,full_time,medium,0,0
1717-2018,1717,2018,Customer Success,Support Specialist,female,51,6,97045.56,0.0841,105207.02,Wroclaw,full_time,medium,0,0
1717-2019,1717,2019,Customer Success,Support Specialist,female,52,7,109594.81,0.0291,112780.38,Wroclaw,full_time,medium,0,0
1717-2020,1717,2020,Customer Success,Support Specialist,female,53,8,113129.28,0.0445,118163.6,Wroclaw,full_time,medium,0,0
1717-2021,1717,2021,Customer Success,Support Specialist,female,54,9,96938.97,0.0503,101813.31,Wroclaw,full_time,medium,0,0
1717-2022,1717,2022,Customer Success,Support Specialist,female,55,10,130378.68,0.1147,145337.47,Wroclaw,full_time,medium,0,0
1717-2023,1717,2023,Customer Success,Support Specialist,female,56,11,124136.01,0.0468,129945.98,Wroclaw,full_time,medium,0,0
1717-2024,1717,2024,Customer Success,Support Specialist,female,57,12,129616.67,0.1055,143292.94,Wroclaw,full_time,medium,0,0
1717-2025,1717,2025,Customer Success,Support Specialist,female,58,13,167853.82,0.1193,187877.83,Wroclaw,full_time,medium,0,0
1718-2021,1718,2021,Customer Success,Customer Success Manager,female,39,0,144078.11,0.0373,149453.47,Warsaw,full_time,medium,1,0
1718-2022,1718,2022,Customer Success,Customer Success Manager,female,40,1,151290.77,0.0951,165680.92,Warsaw,full_time,medium,1,0
1718-2023,1718,2023,Customer Success,Customer Success Manager,female,41,2,90201.77,0.086,97959.9,Warsaw,full_time,medium,1,1
1718-2024,1718,2024,Customer Success,Customer Success Manager,female,42,3,176342.6,0.0148,178951.0,Warsaw,full_time,medium,1,0
1718-2025,1718,2025,Customer Success,Customer Success Manager,female,43,4,194029.83,0.0945,212362.92,Warsaw,full_time,medium,1,0
1719-2016,1719,2016,HR,Compensation Analyst,male,33,4,95410.03,0.0752,102585.32,Wroclaw,b2b,low,0,0
1719-2017,1719,2017,HR,Compensation Analyst,male,34,5,101880.41,0.0701,109023.82,Wroclaw,b2b,low,0,0
1719-2018,1719,2018,HR,Compensation Analyst,male,35,6,94284.36,0.1193,105535.94,Wroclaw,b2b,low,0,0
1719-2019,1719,2019,HR,Compensation Analyst,male,36,7,111228.49,0.0514,116949.2,Wroclaw,b2b,low,0,0
1719-2020,1719,2020,HR,Compensation Analyst,male,37,8,127227.64,0.0823,137698.73,Wroclaw,b2b,low,0,0
1719-2021,1719,2021,HR,Compensation Analyst,male,38,9,137576.93,0.0956,150724.92,Wroclaw,b2b,low,0,0
1719-2022,1719,2022,HR,Compensation Analyst,male,39,10,110449.64,0.1079,122363.61,Wroclaw,b2b,low,0,0
1719-2023,1719,2023,HR,Compensation Analyst,male,40,11,151418.69,0.0573,160097.72,Wroclaw,b2b,low,0,0
1719-2024,1719,2024,HR,Compensation Analyst,male,41,12,157234.02,0.0876,171011.15,Wroclaw,b2b,low,0,0
1719-2025,1719,2025,HR,Compensation Analyst,male,42,13,170790.76,0.0275,175480.03,Wroclaw,b2b,low,0,0
1720-2018,1720,2018,Product,Product Analyst,male,38,0,116408.66,0.1089,129088.13,Poznan,full_time,high,0,0
1720-2019,1720,2019,Product,Product Analyst,male,39,1,134996.22,0.2772,172419.65,Poznan,full_time,high,0,0
1720-2020,1720,2020,Product,Product Analyst,male,40,2,134794.23,0.2112,163265.82,Poznan,full_time,high,0,0
1720-2021,1720,2021,Product,Product Analyst,male,41,3,138284.78,0.1209,155000.89,Poznan,full_time,high,0,0
1720-2022,1720,2022,Product,Product Analyst,male,42,4,160558.83,0.1469,184150.11,Poznan,full_time,high,0,0
1720-2023,1720,2023,Product,Product Analyst,male,43,5,140092.07,0.1925,167056.04,Poznan,full_time,high,0,0
1720-2024,1720,2024,Product,Product Analyst,male,44,6,159582.54,0.0438,166574.79,Poznan,full_time,high,0,0
1720-2025,1720,2025,Product,Product Analyst,male,45,7,201228.99,0.172,235846.27,Poznan,full_time,high,0,0
1721-2016,1721,2016,HR,HR Specialist,male,53,5,95278.4,0.0115,96370.8,Krakow,b2b,medium,0,0
1721-2017,1721,2017,HR,HR Specialist,male,54,6,103370.15,0.1073,114461.39,Krakow,b2b,medium,0,0
1721-2018,1721,2018,HR,HR Specialist,male,55,7,103223.3,0.1118,114764.29,Krakow,b2b,medium,0,0
1721-2019,1721,2019,HR,HR Specialist,male,56,8,119845.19,0.0488,125695.52,Krakow,b2b,medium,0,0
1721-2020,1721,2020,HR,HR Specialist,male,57,9,133389.06,0.0577,141081.71,Krakow,b2b,medium,0,0
1721-2021,1721,2021,HR,HR Specialist,male,58,10,125971.67,0.0831,136436.57,Krakow,b2b,medium,0,0
1721-2022,1721,2022,HR,HR Specialist,male,59,11,139842.98,0.0857,151829.95,Krakow,b2b,medium,0,0
1721-2023,1721,2023,HR,HR Specialist,male,60,12,126570.37,0.0291,130258.87,Krakow,b2b,medium,0,0
1721-2024,1721,2024,HR,HR Specialist,male,61,13,138469.49,0.0774,149191.52,Krakow,b2b,medium,0,0
1721-2025,1721,2025,HR,HR Specialist,male,62,14,176333.19,0.0798,190409.14,Krakow,b2b,medium,0,0
1722-2016,1722,2016,Product,UX Designer,male,27,3,106341.93,0.2209,129828.65,Krakow,b2b,low,0,0
1722-2017,1722,2017,Product,UX Designer,male,28,4,112713.29,0.1301,127373.1,Krakow,b2b,low,0,0
1722-2018,1722,2018,Product,UX Designer,male,29,5,125834.34,0.1714,147397.12,Krakow,b2b,low,0,0
1722-2019,1722,2019,Product,UX Designer,male,30,6,128664.9,0.0824,139271.18,Krakow,b2b,low,0,0
1722-2020,1722,2020,Product,UX Designer,male,31,7,137191.74,0.2426,170473.5,Krakow,b2b,low,0,0
1722-2021,1722,2021,Product,UX Designer,male,32,8,152614.65,0.2411,189415.29,Krakow,b2b,low,0,0
1722-2022,1722,2022,Product,UX Designer,male,33,9,151156.89,0.2339,186509.14,Krakow,b2b,low,0,0
1722-2023,1722,2023,Product,UX Designer,male,34,10,287311.9,0.0851,311753.82,Krakow,b2b,low,0,1
1722-2024,1722,2024,Product,UX Designer,male,35,11,178952.07,0.1713,209612.0,Krakow,b2b,low,0,0
1722-2025,1722,2025,Product,UX Designer,male,36,12,176758.03,0.0788,190681.53,Krakow,b2b,low,0,0
1723-2016,1723,2016,HR,Recruiter,female,36,1,65179.47,0.059,69028.26,Poznan,full_time,low,0,0
1723-2017,1723,2017,HR,Recruiter,female,37,2,69576.12,0.0305,71700.77,Poznan,full_time,low,0,0
1723-2018,1723,2018,HR,Recruiter,female,38,3,71511.4,0.0516,75203.6,Poznan,full_time,low,0,0
1723-2019,1723,2019,HR,Recruiter,female,39,4,78912.85,0.0656,84089.92,Poznan,full_time,low,0,0
1723-2020,1723,2020,HR,Recruiter,female,40,5,80168.85,0.0464,83891.47,Poznan,full_time,low,0,0
1723-2021,1723,2021,HR,Recruiter,female,41,6,97253.59,0.0971,106694.53,Poznan,full_time,low,0,0
1723-2022,1723,2022,HR,Recruiter,female,42,7,91734.04,0.1012,101020.56,Poznan,full_time,low,0,0
1723-2023,1723,2023,HR,Recruiter,female,43,8,104980.33,0.119,117471.51,Poznan,full_time,low,0,0
1723-2024,1723,2024,HR,Recruiter,female,44,9,111342.41,0.0622,118263.68,Poznan,full_time,low,0,0
1723-2025,1723,2025,HR,Recruiter,female,45,10,118379.26,0.0175,120451.76,Poznan,full_time,low,0,0
1724-2016,1724,2016,Customer Success,Customer Success Manager,male,28,1,124108.0,0.0884,135073.89,Poznan,full_time,medium,1,0
1724-2017,1724,2017,Customer Success,Customer Success Manager,male,29,2,131005.33,0.0465,137102.41,Poznan,full_time,medium,1,0
1724-2018,1724,2018,Customer Success,Customer Success Manager,male,30,3,133785.75,0.0644,142398.37,Poznan,full_time,medium,1,0
1724-2019,1724,2019,Customer Success,Customer Success Manager,male,31,4,144277.71,0.1107,160246.35,Poznan,full_time,medium,1,0
1724-2020,1724,2020,Customer Success,Customer Success Manager,male,32,5,150694.03,0.1156,168113.21,Poznan,full_time,medium,1,0
1724-2021,1724,2021,Customer Success,Customer Success Manager,male,33,6,169833.43,0.0194,173136.42,Poznan,full_time,medium,1,0
1724-2022,1724,2022,Customer Success,Customer Success Manager,male,34,7,169207.26,0.0974,185683.44,Poznan,full_time,medium,1,0
1724-2023,1724,2023,Customer Success,Customer Success Manager,male,35,8,148969.76,0.0968,163388.45,Poznan,full_time,medium,1,0
1724-2024,1724,2024,Customer Success,Customer Success Manager,male,36,9,185022.33,0.0835,200464.03,Poznan,full_time,medium,1,0
1724-2025,1724,2025,Customer Success,Customer Success Manager,male,37,10,171285.88,0.0637,182201.7,Poznan,full_time,medium,1,0
1725-2020,1725,2020,Operations,Operations Specialist,female,24,0,91932.29,0.0666,98058.01,Wroclaw,full_time,medium,0,0
1725-2021,1725,2021,Operations,Operations Specialist,female,25,1,105245.95,0.0841,114094.26,Wroclaw,full_time,medium,0,0
1725-2022,1725,2022,Operations,Operations Specialist,female,26,2,103761.58,0.0566,109633.37,Wroclaw,full_time,medium,0,0
1725-2023,1725,2023,Operations,Operations Specialist,female,27,3,117793.76,0.0149,119553.14,Wroclaw,full_time,medium,0,0
1725-2024,1725,2024,Operations,Operations Specialist,female,28,4,103567.04,0.017,105331.2,Wroclaw,full_time,medium,0,0
1725-2025,1725,2025,Operations,Operations Specialist,female,29,5,118650.95,0.046,124112.47,Wroclaw,full_time,medium,0,0
1726-2023,1726,2023,Customer Success,Implementation Consultant,female,50,0,101063.16,0.0153,102608.39,Wroclaw,full_time,medium,0,0
1726-2024,1726,2024,Customer Success,Implementation Consultant,female,51,1,88459.88,0.0201,90241.15,Wroclaw,full_time,medium,0,0
1726-2025,1726,2025,Customer Success,Implementation Consultant,female,52,2,101922.22,0.0301,104985.6,Wroclaw,full_time,medium,0,0
1727-2023,1727,2023,Engineering,DevOps Engineer,female,24,0,145527.53,0.2158,176936.79,Gdansk,full_time,medium,0,0
1727-2024,1727,2024,Engineering,DevOps Engineer,female,25,1,152400.07,0.199,182723.14,Gdansk,full_time,medium,0,0
1727-2025,1727,2025,Engineering,DevOps Engineer,female,26,2,144587.68,0.1918,172316.15,Gdansk,full_time,medium,0,0
1728-2020,1728,2020,Finance,Senior Financial Analyst,female,34,0,130023.77,0.0902,141754.83,Poznan,full_time,medium,0,0
1728-2021,1728,2021,Finance,Senior Financial Analyst,female,35,1,149116.23,0.0293,153491.95,Poznan,full_time,medium,0,0
1728-2022,1728,2022,Finance,Senior Financial Analyst,female,36,2,137334.37,0.0395,142756.78,Poznan,full_time,medium,0,0
1728-2023,1728,2023,Finance,Senior Financial Analyst,female,37,3,150951.02,0.0517,158751.65,Poznan,full_time,medium,0,0
1728-2024,1728,2024,Finance,Senior Financial Analyst,female,38,4,161200.45,0.0837,174696.1,Poznan,full_time,medium,0,0
1728-2025,1728,2025,Finance,Senior Financial Analyst,female,39,5,145573.01,0.0586,154096.85,Poznan,full_time,medium,0,0
1729-2018,1729,2018,Customer Success,Support Specialist,female,24,0,106415.08,0.0287,109473.61,Warsaw,b2b,high,0,0
1729-2019,1729,2019,Customer Success,Support Specialist,female,25,1,106148.27,0.1144,118289.83,Warsaw,b2b,high,0,0
1729-2020,1729,2020,Customer Success,Support Specialist,female,26,2,134589.23,0.0274,138271.99,Warsaw,b2b,high,0,0
1729-2021,1729,2021,Customer Success,Support Specialist,female,27,3,133333.57,0.1071,147610.42,Warsaw,b2b,high,0,0
1729-2022,1729,2022,Customer Success,Support Specialist,female,28,4,154820.82,0.0345,160164.09,Warsaw,b2b,high,0,0
1729-2023,1729,2023,Customer Success,Support Specialist,female,29,5,154586.9,0.0665,164863.53,Warsaw,b2b,high,0,0
1729-2024,1729,2024,Customer Success,Support Specialist,female,30,6,145046.33,0.1184,162222.15,Warsaw,b2b,high,0,0
1729-2025,1729,2025,Customer Success,Support Specialist,female,31,7,140496.69,0.0952,153869.4,Warsaw,b2b,high,0,0
1730-2023,1730,2023,Sales,Sales Manager,female,33,0,193366.83,0.142,220834.43,Warsaw,full_time,medium,1,0
1730-2024,1730,2024,Sales,Sales Manager,female,34,1,184206.79,0.1256,207343.7,Warsaw,full_time,medium,1,0
1730-2025,1730,2025,Sales,Sales Manager,female,35,2,213894.88,0.1825,252931.01,Warsaw,full_time,medium,1,0
1731-2016,1731,2016,Sales,Sales Operations Analyst,female,51,6,129120.47,0.0644,137440.01,Remote,b2b,medium,0,0
1731-2017,1731,2017,Sales,Sales Operations Analyst,female,52,7,129910.05,0.1524,149708.59,Remote,b2b,medium,0,0
1731-2018,1731,2018,Sales,Sales Operations Analyst,female,53,8,88276.81,0.1989,105836.07,Remote,b2b,medium,0,1
1731-2019,1731,2019,Sales,Sales Operations Analyst,female,54,9,157007.13,0.0818,169853.18,Remote,b2b,medium,0,0
1731-2020,1731,2020,Sales,Sales Operations Analyst,female,55,10,163988.73,0.1124,182421.74,Remote,b2b,medium,0,0
1731-2021,1731,2021,Sales,Sales Operations Analyst,female,56,11,171128.13,0.1366,194499.67,Remote,b2b,medium,0,0
1731-2022,1731,2022,Sales,Sales Operations Analyst,female,57,12,161197.95,0.1207,180657.65,Remote,b2b,medium,0,0
1731-2023,1731,2023,Sales,Sales Operations Analyst,female,58,13,180753.62,0.084,195934.34,Remote,b2b,medium,0,0
1731-2024,1731,2024,Sales,Sales Operations Analyst,female,59,14,181729.0,0.1897,216205.61,Remote,b2b,medium,0,0
1731-2025,1731,2025,Sales,Sales Operations Analyst,female,60,15,178440.92,0.1928,212845.69,Remote,b2b,medium,0,0
1732-2016,1732,2016,Operations,Operations Specialist,male,48,5,94135.6,0.1006,103606.28,Remote,full_time,medium,0,0
1732-2017,1732,2017,Operations,Operations Specialist,male,49,6,105846.7,0.065,112721.47,Remote,full_time,medium,0,0
1732-2018,1732,2018,Operations,Operations Specialist,male,50,7,106003.73,0.0903,115574.39,Remote,full_time,medium,0,0
1732-2019,1732,2019,Operations,Operations Specialist,male,51,8,126136.32,0.0797,136194.43,Remote,full_time,medium,0,0
1732-2020,1732,2020,Operations,Operations Specialist,male,52,9,127426.09,0.043,132910.3,Remote,full_time,medium,0,0
1732-2021,1732,2021,Operations,Operations Specialist,male,53,10,129587.32,0.0352,134145.66,Remote,full_time,medium,0,0
1732-2022,1732,2022,Operations,Operations Specialist,male,54,11,151598.74,0.0973,166342.25,Remote,full_time,medium,0,0
1732-2023,1732,2023,Operations,Operations Specialist,male,55,12,167345.64,0.0226,171125.77,Remote,full_time,medium,0,0
1732-2024,1732,2024,Operations,Operations Specialist,male,56,13,281603.85,0.0419,293408.32,Remote,full_time,medium,0,1
1732-2025,1732,2025,Operations,Operations Specialist,male,57,14,181079.25,0.0445,189129.03,Remote,full_time,medium,0,0
1733-2016,1733,2016,Operations,Operations Manager,female,48,8,136051.18,0.0755,146318.83,Gdansk,full_time,medium,1,0
1733-2017,1733,2017,Operations,Operations Manager,female,49,9,144654.73,0.0551,152620.27,Gdansk,full_time,medium,1,0
1733-2018,1733,2018,Operations,Operations Manager,female,50,10,148807.07,0.0767,160222.78,Gdansk,full_time,medium,1,0
1733-2019,1733,2019,Operations,Operations Manager,female,51,11,152612.15,0.0579,161454.81,Gdansk,full_time,medium,1,0
1733-2020,1733,2020,Operations,Operations Manager,female,52,12,168428.73,0.0987,185050.33,Gdansk,full_time,medium,1,0
1733-2021,1733,2021,Operations,Operations Manager,female,53,13,190471.38,0.0498,199965.0,Gdansk,full_time,medium,1,0
1733-2022,1733,2022,Operations,Operations Manager,female,54,14,169582.88,0.0389,176174.38,Gdansk,full_time,medium,1,0
1733-2023,1733,2023,Operations,Operations Manager,female,55,15,230737.64,0.0367,239216.65,Gdansk,full_time,medium,1,0
1733-2024,1733,2024,Operations,Operations Manager,female,56,16,198982.95,0.0405,207050.41,Gdansk,full_time,medium,1,0
1733-2025,1733,2025,Operations,Operations Manager,female,57,17,217619.77,0.0601,230690.28,Gdansk,full_time,medium,1,0
1734-2016,1734,2016,Operations,Process Manager,male,32,6,177933.56,0.0299,183260.81,Poznan,b2b,high,1,0
1734-2017,1734,2017,Operations,Process Manager,male,33,7,168606.41,0.057,178218.15,Poznan,b2b,high,1,0
1734-2018,1734,2018,Operations,Process Manager,male,34,8,175118.2,0.0568,185062.57,Poznan,b2b,high,1,0
1734-2019,1734,2019,Operations,Process Manager,male,35,9,189003.32,0.0506,198571.0,Poznan,b2b,high,1,0
1734-2020,1734,2020,Operations,Process Manager,male,36,10,211285.64,0.077,227562.11,Poznan,b2b,high,1,0
1734-2021,1734,2021,Operations,Process Manager,male,37,11,191906.95,0.119,214749.97,Poznan,b2b,high,1,0
1734-2022,1734,2022,Operations,Process Manager,male,38,12,229629.23,0.1331,260183.14,Poznan,b2b,high,1,0
1734-2023,1734,2023,Operations,Process Manager,male,39,13,242001.33,0.1047,267338.89,Poznan,b2b,high,1,0
1734-2024,1734,2024,Operations,Process Manager,male,40,14,248800.27,0.1093,275991.61,Poznan,b2b,high,1,0
1734-2025,1734,2025,Operations,Process Manager,male,41,15,246538.9,0.099,270950.16,Poznan,b2b,high,1,0
1735-2023,1735,2023,Product,UX Designer,male,31,0,138229.6,0.1793,163007.9,Krakow,full_time,high,0,0
1735-2024,1735,2024,Product,UX Designer,male,32,1,162125.41,0.2183,197512.58,Krakow,full_time,high,0,0
1735-2025,1735,2025,Product,UX Designer,male,33,2,148147.52,0.2793,189532.11,Krakow,full_time,high,0,0
1736-2016,1736,2016,Engineering,QA Engineer,female,52,7,131268.62,0.1817,155125.63,Wroclaw,full_time,medium,0,0
1736-2017,1736,2017,Engineering,QA Engineer,female,53,8,125205.75,0.1149,139589.2,Wroclaw,full_time,medium,0,0
1736-2018,1736,2018,Engineering,QA Engineer,female,54,9,128463.19,0.14,146444.51,Wroclaw,full_time,medium,0,0
1736-2019,1736,2019,Engineering,QA Engineer,female,55,10,136631.19,0.2406,169503.71,Wroclaw,full_time,medium,0,0
1736-2020,1736,2020,Engineering,QA Engineer,female,56,11,171203.1,0.0499,179750.13,Wroclaw,full_time,medium,0,0
1736-2021,1736,2021,Engineering,QA Engineer,female,57,12,179169.79,0.2461,223261.37,Wroclaw,full_time,medium,0,0
1736-2022,1736,2022,Engineering,QA Engineer,female,58,13,173037.69,0.0741,185860.81,Wroclaw,full_time,medium,0,0
1736-2023,1736,2023,Engineering,QA Engineer,female,59,14,192320.06,0.1679,224603.74,Wroclaw,full_time,medium,0,0
1736-2024,1736,2024,Engineering,QA Engineer,female,60,15,168749.06,0.1993,202376.21,Wroclaw,full_time,medium,0,0
1736-2025,1736,2025,Engineering,QA Engineer,female,61,16,213049.85,0.04,221571.25,Wroclaw,full_time,medium,0,0
1737-2016,1737,2016,Customer Success,Implementation Consultant,female,35,5,92163.32,0.1131,102582.9,Gdansk,full_time,medium,0,0
1737-2017,1737,2017,Customer Success,Implementation Consultant,female,36,6,91111.19,0.0418,94916.57,Gdansk,full_time,medium,0,0
1737-2018,1737,2018,Customer Success,Implementation Consultant,female,37,7,106557.47,0.0627,113242.75,Gdansk,full_time,medium,0,0
1737-2019,1737,2019,Customer Success,Implementation Consultant,female,38,8,99890.43,0.1153,111409.11,Gdansk,full_time,medium,0,0
1737-2020,1737,2020,Customer Success,Implementation Consultant,female,39,9,107148.82,0.0652,114135.42,Gdansk,full_time,medium,0,0
1737-2021,1737,2021,Customer Success,Implementation Consultant,female,40,10,126924.71,0.0587,134379.63,Gdansk,full_time,medium,0,0
1737-2022,1737,2022,Customer Success,Implementation Consultant,female,41,11,116640.19,0.0539,122927.09,Gdansk,full_time,medium,0,0
1737-2023,1737,2023,Customer Success,Implementation Consultant,female,42,12,128862.5,0.0368,133602.91,Gdansk,full_time,medium,0,0
1737-2024,1737,2024,Customer Success,Implementation Consultant,female,43,13,109964.87,0.0933,120223.89,Gdansk,full_time,medium,0,1
1737-2025,1737,2025,Customer Success,Implementation Consultant,female,44,14,167202.81,0.0113,169094.42,Gdansk,full_time,medium,0,0
1738-2016,1738,2016,Engineering,Lead Engineer,female,60,6,222195.61,0.2106,268979.56,Warsaw,b2b,high,1,0
1738-2017,1738,2017,Engineering,Lead Engineer,female,61,7,224495.69,0.1392,255747.37,Warsaw,b2b,high,1,0
1738-2018,1738,2018,Engineering,Lead Engineer,female,62,8,272741.91,0.1417,311394.39,Warsaw,b2b,high,1,0
1738-2019,1738,2019,Engineering,Lead Engineer,female,63,9,267405.87,0.1383,304401.23,Warsaw,b2b,high,1,0
1738-2020,1738,2020,Engineering,Lead Engineer,female,64,10,276336.53,0.22,337125.15,Warsaw,b2b,high,1,0
1738-2021,1738,2021,Engineering,Lead Engineer,female,65,11,249212.98,0.2985,323594.29,Warsaw,b2b,high,1,0
1738-2022,1738,2022,Engineering,Lead Engineer,female,66,12,293205.98,0.2088,354432.35,Warsaw,b2b,high,1,0
1739-2016,1739,2016,Engineering,DevOps Engineer,female,42,1,113558.66,0.1188,127044.77,Gdansk,full_time,medium,0,0
1739-2017,1739,2017,Engineering,DevOps Engineer,female,43,2,114615.85,0.2316,141159.39,Gdansk,full_time,medium,0,0
1739-2018,1739,2018,Engineering,DevOps Engineer,female,44,3,121899.06,0.2021,146536.87,Gdansk,full_time,medium,0,0
1739-2019,1739,2019,Engineering,DevOps Engineer,female,45,4,131622.69,0.1699,153989.51,Gdansk,full_time,medium,0,0
1739-2020,1739,2020,Engineering,DevOps Engineer,female,46,5,145817.64,0.1777,171723.97,Gdansk,full_time,medium,0,0
1739-2021,1739,2021,Engineering,DevOps Engineer,female,47,6,146672.22,0.2296,180345.23,Gdansk,full_time,medium,0,0
1739-2022,1739,2022,Engineering,DevOps Engineer,female,48,7,156605.35,0.151,180257.48,Gdansk,full_time,medium,0,0
1739-2023,1739,2023,Engineering,DevOps Engineer,female,49,8,168953.84,0.0996,185774.73,Gdansk,full_time,medium,0,0
1739-2024,1739,2024,Engineering,DevOps Engineer,female,50,9,143949.78,0.1542,166149.48,Gdansk,full_time,medium,0,0
1739-2025,1739,2025,Engineering,DevOps Engineer,female,51,10,195271.02,0.1598,226474.74,Gdansk,full_time,medium,0,0
1740-2016,1740,2016,Sales,Key Account Manager,non_binary,29,1,169100.23,0.1069,187177.91,Warsaw,full_time,high,1,0
1740-2017,1740,2017,Sales,Key Account Manager,non_binary,30,2,171419.76,0.2757,218675.44,Warsaw,full_time,high,1,0
1740-2018,1740,2018,Sales,Key Account Manager,non_binary,31,3,171899.67,0.2493,214758.75,Warsaw,full_time,high,1,0
1740-2019,1740,2019,Sales,Key Account Manager,non_binary,32,4,206078.28,0.2132,250012.28,Warsaw,full_time,high,1,0
1740-2020,1740,2020,Sales,Key Account Manager,non_binary,33,5,194381.29,0.1765,228697.99,Warsaw,full_time,high,1,0
1740-2021,1740,2021,Sales,Key Account Manager,non_binary,34,6,212414.01,0.2504,265592.23,Warsaw,full_time,high,1,0
1740-2022,1740,2022,Sales,Key Account Manager,non_binary,35,7,217832.39,0.0602,230942.34,Warsaw,full_time,high,1,0
1740-2023,1740,2023,Sales,Key Account Manager,non_binary,36,8,251183.75,0.1103,278901.88,Warsaw,full_time,high,1,0
1740-2024,1740,2024,Sales,Key Account Manager,non_binary,37,9,215517.05,0.1751,253245.89,Warsaw,full_time,high,1,0
1740-2025,1740,2025,Sales,Key Account Manager,non_binary,38,10,242962.81,0.139,276735.95,Warsaw,full_time,high,1,0
1741-2016,1741,2016,Sales,Sales Operations Analyst,male,30,1,101392.72,0.2083,122515.72,Remote,full_time,medium,0,0
1741-2017,1741,2017,Sales,Sales Operations Analyst,male,31,2,107751.29,0.1016,118694.28,Remote,full_time,medium,0,0
1741-2018,1741,2018,Sales,Sales Operations Analyst,male,32,3,110280.32,0.1217,123703.32,Remote,full_time,medium,0,0
1741-2019,1741,2019,Sales,Sales Operations Analyst,male,33,4,126721.88,0.0984,139193.65,Remote,full_time,medium,0,0
1741-2020,1741,2020,Sales,Sales Operations Analyst,male,34,5,64396.63,0.1826,76157.64,Remote,full_time,medium,0,1
1741-2021,1741,2021,Sales,Sales Operations Analyst,male,35,6,126673.48,0.1051,139990.29,Remote,full_time,medium,0,0
1742-2016,1742,2016,Sales,Sales Operations Analyst,female,53,4,108801.72,0.0592,115237.92,Warsaw,full_time,medium,0,0
1742-2017,1742,2017,Sales,Sales Operations Analyst,female,54,5,126384.76,0.1109,140402.6,Warsaw,full_time,medium,0,0
1742-2018,1742,2018,Sales,Sales Operations Analyst,female,55,6,132810.66,0.2229,162414.05,Warsaw,full_time,medium,0,0
1742-2019,1742,2019,Sales,Sales Operations Analyst,female,56,7,132609.38,0.1161,148003.22,Warsaw,full_time,medium,0,0
1742-2020,1742,2020,Sales,Sales Operations Analyst,female,57,8,131886.6,0.1375,150023.23,Warsaw,full_time,medium,0,0
1742-2021,1742,2021,Sales,Sales Operations Analyst,female,58,9,149056.6,0.1293,168327.6,Warsaw,full_time,medium,0,0
1742-2022,1742,2022,Sales,Sales Operations Analyst,female,59,10,138068.78,0.1245,155258.32,Warsaw,full_time,medium,0,0
1742-2023,1742,2023,Sales,Sales Operations Analyst,female,60,11,155548.53,0.2192,189642.0,Warsaw,full_time,medium,0,0
1742-2024,1742,2024,Sales,Sales Operations Analyst,female,61,12,178528.66,0.1708,209027.84,Warsaw,full_time,medium,0,0
1742-2025,1742,2025,Sales,Sales Operations Analyst,female,62,13,191071.47,0.0891,208089.63,Warsaw,full_time,medium,0,0
1743-2019,1743,2019,Finance,Financial Analyst,female,53,0,103311.65,0.1101,114684.27,Remote,full_time,medium,0,0
1743-2020,1743,2020,Finance,Financial Analyst,female,54,1,104717.0,0.033,108174.34,Remote,full_time,medium,0,0
1743-2021,1743,2021,Finance,Financial Analyst,female,55,2,102602.97,0.0955,112398.89,Remote,full_time,medium,0,0
1743-2022,1743,2022,Finance,Financial Analyst,female,56,3,114497.64,0.0145,116161.91,Remote,full_time,medium,0,0
1743-2023,1743,2023,Finance,Financial Analyst,female,57,4,126943.19,0.0451,132665.64,Remote,full_time,medium,0,0
1743-2024,1743,2024,Finance,Financial Analyst,female,58,5,149758.97,0.0538,157813.22,Remote,full_time,medium,0,0
1743-2025,1743,2025,Finance,Financial Analyst,female,59,6,137456.12,0.0164,139712.5,Remote,full_time,medium,0,0
1744-2019,1744,2019,Sales,Sales Operations Analyst,female,55,0,101467.9,0.2193,123715.36,Krakow,full_time,low,0,0
1744-2020,1744,2020,Sales,Sales Operations Analyst,female,56,1,105398.65,0.2161,128178.14,Krakow,full_time,low,0,0
1744-2021,1744,2021,Sales,Sales Operations Analyst,female,57,2,111792.06,0.2308,137596.67,Krakow,full_time,low,0,0
1744-2022,1744,2022,Sales,Sales Operations Analyst,female,58,3,109460.22,0.059,115918.59,Krakow,full_time,low,0,0
1744-2023,1744,2023,Sales,Sales Operations Analyst,female,59,4,139161.03,0.2211,169935.31,Krakow,full_time,low,0,0
